1625742541532- 结果：0.091805(T).jpg-480 新结果：0.06227651983499527.jpg
1625742541583- 结果：0.126534(T).jpg-480 新结果：0.22888793051242828.jpg
1625742541634- 结果：0.126534(T).jpg-480 新结果：0.9729498028755188.jpg
1625742542950- 结果：0.007514(D).jpg-480 新结果：0.007999427616596222.jpg
1625742543005- 结果：0.006905(T).jpg-480 新结果：0.007999427616596222.jpg
1625742543055- 结果：0.001948(T).jpg-480 新结果：0.003761153668165207.jpg
1625742543105- 结果：0.001948(T).jpg-480 新结果：0.007927404716610909.jpg
1625742543156- 结果：0.007261(T).jpg-480 新结果：0.008244692347943783.jpg
1625742544309- 结果：0.022536(D).jpg-480 新结果：0.1544896960258484.jpg
1625742544363- 结果：0.056354(T).jpg-480 新结果：0.06171685457229614.jpg
1625742544413- 结果：0.05247(T).jpg-480 新结果：0.08532758802175522.jpg
1625742544464- 结果：0.058647(T).jpg-480 新结果：0.08532758802175522.jpg
1625742544516- 结果：0.056831(T).jpg-480 新结果：0.06850341707468033.jpg
1625742545568- 结果：0.018315(D).jpg-480 新结果：0.004182669334113598.jpg
1625742545833- 结果：0.00367(D).jpg-480 新结果：0.005438546184450388.jpg
1625742545886- 结果：0.004978(T).jpg-480 新结果：0.0034317977260798216.jpg
1625742545936- 结果：0.004543(T).jpg-480 新结果：0.0034317977260798216.jpg
1625742545987- 结果：0.005123(T).jpg-480 新结果：0.007636621594429016.jpg
1625742546038- 结果：0.005123(T).jpg-480 新结果：0.005195699632167816.jpg
1625742546984- 结果：0.004374(D).jpg-480 新结果：0.008294704370200634.jpg
1625742547226- 结果：0.003361(T).jpg-480 新结果：0.01675836741924286.jpg
1625742547287- 结果：0.002983(D).jpg-480 新结果：0.005315504036843777.jpg
1625742547339- 结果：0.003374(T).jpg-480 新结果：0.006123844068497419.jpg
1625742547390- 结果：0.004397(T).jpg-480 新结果：0.006123844068497419.jpg
1625742547443- 结果：0.00777(T).jpg-480 新结果：0.010740254074335098.jpg
1625742547494- 结果：0.00777(T).jpg-480 新结果：0.0044733332470059395.jpg
1625742556913- 结果：7.530000000E-4(D).jpg-480 新结果：0.0013649656902998686.jpg
1625742556967- 结果：0.002179(T).jpg-480 新结果：0.0034133498556911945.jpg
1625742557019- 结果：0.002084(T).jpg-480 新结果：0.03517577797174454.jpg
1625742557070- 结果：0.026556(T).jpg-480 新结果：0.23820458352565765.jpg
1625742557122- 结果：0.262032(T).jpg-480 新结果：0.23820458352565765.jpg
1625742571050- 结果：0.019417(D).jpg-480 新结果：2.727975952439010000000E-4.jpg
1625742571104- 结果：0.001714(T).jpg-480 新结果：0.003596713300794363.jpg
1625742571156- 结果：0.001714(T).jpg-480 新结果：0.011780042201280594.jpg
1625742571208- 结果：0.001485(T).jpg-480 新结果：0.0023849578574299812.jpg
1625742571260- 结果：0.00174(T).jpg-480 新结果：0.0023849578574299812.jpg
1625742573407- 结果：0.067798(D).jpg-480 新结果：0.024823904037475586.jpg
1625742573464- 结果：0.030366(T).jpg-480 新结果：0.024823904037475586.jpg
1625742573516- 结果：0.052498(T).jpg-480 新结果：0.052153415977954865.jpg
1625742573568- 结果：0.052498(T).jpg-480 新结果：0.04285744950175285.jpg
1625742573621- 结果：0.05375(T).jpg-480 新结果：0.06409519165754318.jpg
1625742586390- 结果：0.057663(D).jpg-480 新结果：0.014520278200507164.jpg
1625742586446- 结果：0.010068(T).jpg-480 新结果：0.014520278200507164.jpg
1625742586498- 结果：0.01415(T).jpg-480 新结果：0.014363808557391167.jpg
1625742586556- 结果：0.01415(T).jpg-480 新结果：0.01501855906099081.jpg
1625742586610- 结果：0.014911(T).jpg-480 新结果：0.013885460793972015.jpg
1625742593565- 结果：0.003819(D).jpg-480 新结果：0.006464225705713034.jpg
1625742593627- 结果：0.006986(T).jpg-480 新结果：0.00697127403691411.jpg
1625742593679- 结果：0.008358(T).jpg-480 新结果：0.006504428572952747.jpg
1625742593730- 结果：0.008078(T).jpg-480 新结果：0.007489365991204977.jpg
1625742593780- 结果：0.010472(T).jpg-480 新结果：0.007489365991204977.jpg
1625742602386- 结果：0.038476(D).jpg-480 新结果：0.08058799803256989.jpg
1625742602441- 结果：0.10399(T).jpg-480 新结果：0.07803455740213394.jpg
1625742602492- 结果：0.069648(T).jpg-480 新结果：0.06835000216960907.jpg
1625742602543- 结果：0.069648(T).jpg-480 新结果：0.12516942620277405.jpg
1625742602594- 结果：0.101526(T).jpg-480 新结果：0.08602144569158554.jpg
1625742609836- 结果：0.005081(D).jpg-480 新结果：0.025009628385305405.jpg
1625742609892- 结果：0.070022(T).jpg-480 新结果：0.05783583223819733.jpg
1625742609942- 结果：0.070022(T).jpg-480 新结果：0.04021020978689194.jpg
1625742609993- 结果：0.056632(T).jpg-480 新结果：0.06938792020082474.jpg
1625742610043- 结果：0.07637(T).jpg-480 新结果：0.06938792020082474.jpg
1625742617376- 结果：0.173565(D).jpg-480 新结果：0.37638890743255615.jpg
1625742617427- 结果：0.379073(T).jpg-480 新结果：0.3290788531303406.jpg
1625742617474- 结果：0.379073(T).jpg-480 新结果：0.44826239347457886.jpg
1625742617527- 结果：0.413162(T).jpg-480 新结果：0.3343103229999542.jpg
1625742617574- 结果：0.318565(T).jpg-480 新结果：0.3343103229999542.jpg
1625742627163- 结果：0.47308(D).jpg-480 新结果：0.6601301431655884.jpg
1625742627219- 结果：0.408302(T).jpg-480 新结果：0.30791908502578735.jpg
1625742627273- 结果：0.408302(T).jpg-480 新结果：0.35880932211875916.jpg
1625742627330- 结果：0.415565(T).jpg-480 新结果：0.5438792109489441.jpg
1625742627383- 结果：0.486552(T).jpg-480 新结果：0.38945865631103516.jpg
1625742634173- 结果：0.917648(T).jpg-480 新结果：0.9394265413284302.jpg
1625742634482- 结果：0.956281(D).jpg-480 新结果：0.9623109102249146.jpg
1625742634536- 结果：0.96047(T).jpg-480 新结果：0.9833284616470337.jpg
1625742634588- 结果：0.962916(T).jpg-480 新结果：0.9784306287765503.jpg
1625742634640- 结果：0.978077(T).jpg-480 新结果：0.9784306287765503.jpg
1625742634691- 结果：0.971769(T).jpg-480 新结果：0.9724582433700562.jpg
1625742642539- 结果：0.275617(D).jpg-480 新结果：0.17799809575080872.jpg
1625742642599- 结果：0.169867(T).jpg-480 新结果：0.10432815551757812.jpg
1625742642651- 结果：0.116642(T).jpg-480 新结果：0.008395066484808922.jpg
1625742642702- 结果：0.004765(T).jpg-480 新结果：0.008395066484808922.jpg
1625742642753- 结果：0.025047(T).jpg-480 新结果：0.02666303887963295.jpg
1625742652615- 结果：0.890625(D).jpg-480 新结果：0.8664605617523193.jpg
1625742652682- 结果：0.816696(T).jpg-480 新结果：0.7923434376716614.jpg
1625742652734- 结果：0.856614(T).jpg-480 新结果：0.8728933334350586.jpg
1625742652788- 结果：0.867597(T).jpg-480 新结果：0.9202996492385864.jpg
1625742652840- 结果：0.904444(T).jpg-480 新结果：0.865347146987915.jpg
1625742658316- 结果：0.2999(D).jpg-480 新结果：0.16816726326942444.jpg
1625742658366- 结果：0.160283(T).jpg-480 新结果：0.21034100651741028.jpg
1625742658412- 结果：0.198686(T).jpg-480 新结果：0.21034100651741028.jpg
1625742658459- 结果：0.198686(T).jpg-480 新结果：0.1737825572490692.jpg
1625742658507- 结果：0.148649(T).jpg-480 新结果：0.1612054705619812.jpg
1625742667037- 结果：0.536993(D).jpg-480 新结果：0.6290943622589111.jpg
1625742667108- 结果：0.630513(T).jpg-480 新结果：0.21150647103786469.jpg
1625742667164- 结果：0.290824(T).jpg-480 新结果：0.2009284794330597.jpg
1625742667216- 结果：0.350688(T).jpg-480 新结果：0.2009284794330597.jpg
1625742667268- 结果：0.397822(T).jpg-480 新结果：0.3594978451728821.jpg
1625742675958- 结果：0.005763(D).jpg-480 新结果：0.0027667232789099216.jpg
1625742676010- 结果：0.004397(T).jpg-480 新结果：0.005923278629779816.jpg
1625742676059- 结果：0.004397(T).jpg-480 新结果：0.005125298630446196.jpg
1625742676110- 结果：0.005258(T).jpg-480 新结果：0.0062052784487605095.jpg
1625742676159- 结果：0.006593(T).jpg-480 新结果：0.0062052784487605095.jpg
1625742691579- 结果：0.191281(D).jpg-480 新结果：0.4577389359474182.jpg
1625742691636- 结果：0.444764(T).jpg-480 新结果：0.4837740361690521.jpg
1625742691683- 结果：0.489219(T).jpg-480 新结果：0.4837740361690521.jpg
1625742691731- 结果：0.465049(T).jpg-480 新结果：0.4849127531051636.jpg
1625742691785- 结果：0.465049(T).jpg-480 新结果：0.36673998832702637.jpg
1625742700159- 结果：0.627391(D).jpg-480 新结果：0.4255210757255554.jpg
1625742700215- 结果：0.43038(T).jpg-480 新结果：0.5449209213256836.jpg
1625742700263- 结果：0.517702(T).jpg-480 新结果：0.5449209213256836.jpg
1625742700309- 结果：0.517702(T).jpg-480 新结果：0.4807305335998535.jpg
1625742700355- 结果：0.62076(T).jpg-480 新结果：0.5542697906494141.jpg
1625742708673- 结果：0.478957(D).jpg-480 新结果：0.4332979917526245.jpg
1625742708721- 结果：0.414433(T).jpg-480 新结果：0.4258265495300293.jpg
1625742708767- 结果：0.40333(T).jpg-480 新结果：0.3990834355354309.jpg
1625742708813- 结果：0.407346(T).jpg-480 新结果：0.3990834355354309.jpg
1625742708861- 结果：0.290192(T).jpg-480 新结果：0.2924152910709381.jpg
1625742718480- 结果：0.730358(D).jpg-480 新结果：0.5802068114280701.jpg
1625742718537- 结果：0.429539(T).jpg-480 新结果：0.38834333419799805.jpg
1625742718589- 结果：0.436365(T).jpg-480 新结果：0.4078693389892578.jpg
1625742718641- 结果：0.436365(T).jpg-480 新结果：0.371988445520401.jpg
1625742718694- 结果：0.406269(T).jpg-480 新结果：0.46336525678634644.jpg
1625742726630- 结果：0.309823(D).jpg-480 新结果：0.5508154630661011.jpg
1625742726683- 结果：0.584183(T).jpg-480 新结果：0.5389330387115479.jpg
1625742726734- 结果：0.657325(T).jpg-480 新结果：0.5389330387115479.jpg
1625742726784- 结果：0.600511(T).jpg-480 新结果：0.5934564471244812.jpg
1625742726837- 结果：0.600511(T).jpg-480 新结果：0.6380276679992676.jpg
1625742734108- 结果：0.132627(D).jpg-480 新结果：0.014952904544770718.jpg
1625742734163- 结果：0.012598(T).jpg-480 新结果：0.008239483460783958.jpg
1625742734216- 结果：0.011029(T).jpg-480 新结果：0.007879621349275112.jpg
1625742734269- 结果：0.008127(T).jpg-480 新结果：0.007879621349275112.jpg
1625742734321- 结果：0.008571(T).jpg-480 新结果：0.00952861551195383.jpg
1625742742453- 结果：0.024578(T).jpg-480 新结果：0.026544369757175446.jpg
1625742742503- 结果：0.035038(T).jpg-480 新结果：0.023498494178056717.jpg
1625742742568- 结果：0.035038(T).jpg-480 新结果：0.024063121527433395.jpg
1625742742633- 结果：0.024452(T).jpg-480 新结果：0.012710840441286564.jpg
1625742760803- 结果：0.047274(D).jpg-480 新结果：0.026939615607261658.jpg
1625742760861- 结果：0.053039(T).jpg-480 新结果：0.025211289525032043.jpg
1625742760912- 结果：0.08404(T).jpg-480 新结果：0.05612761899828911.jpg
1625742760969- 结果：0.08404(T).jpg-480 新结果：0.07115346193313599.jpg
1625742761022- 结果：0.07029(T).jpg-480 新结果：0.0504903644323349.jpg
1625742768508- 结果：0.874273(D).jpg-480 新结果：0.8504899740219116.jpg
1625742768564- 结果：0.859389(T).jpg-480 新结果：0.7484914660453796.jpg
1625742768617- 结果：0.797704(T).jpg-480 新结果：0.7367652058601379.jpg
1625742768675- 结果：0.759782(T).jpg-480 新结果：0.7863381505012512.jpg
1625742768728- 结果：0.798658(T).jpg-480 新结果：0.7863381505012512.jpg
1625742776596- 结果：0.012537(D).jpg-480 新结果：0.017950307577848434.jpg
1625742776650- 结果：0.013954(T).jpg-480 新结果：0.017950307577848434.jpg
1625742776698- 结果：0.01371(T).jpg-480 新结果：0.014916940592229366.jpg
1625742776748- 结果：0.01371(T).jpg-480 新结果：0.014878366142511368.jpg
1625742776797- 结果：0.017875(T).jpg-480 新结果：0.01973419077694416.jpg
1625742784923- 结果：0.810368(D).jpg-480 新结果：0.2923201620578766.jpg
1625742784977- 结果：0.22595(T).jpg-480 新结果：0.2164553701877594.jpg
1625742785027- 结果：0.12648(T).jpg-480 新结果：0.12093367427587509.jpg
1625742785078- 结果：0.12648(T).jpg-480 新结果：0.14088305830955505.jpg
1625742785129- 结果：0.160383(T).jpg-480 新结果：0.1651630401611328.jpg
1625742793879- 结果：0.019852(D).jpg-480 新结果：0.20841608941555023.jpg
1625742793938- 结果：0.209779(T).jpg-480 新结果：0.18954169750213623.jpg
1625742793991- 结果：0.173824(T).jpg-480 新结果：0.18165551126003265.jpg
1625742794041- 结果：0.181319(T).jpg-480 新结果：0.18165551126003265.jpg
1625742794091- 结果：0.255718(T).jpg-480 新结果：0.2021731436252594.jpg
1625742802766- 结果：0.783723(D).jpg-480 新结果：0.5254024863243103.jpg
1625742802819- 结果：0.519912(T).jpg-480 新结果：0.4805663526058197.jpg
1625742802870- 结果：0.434954(T).jpg-480 新结果：0.3945786654949188.jpg
1625742802920- 结果：0.380412(T).jpg-480 新结果：0.4906574487686157.jpg
1625742802972- 结果：0.50073(T).jpg-480 新结果：0.4906574487686157.jpg
1625742810401- 结果：0.694285(D).jpg-480 新结果：0.9535624980926514.jpg
1625742810469- 结果：0.957407(T).jpg-480 新结果：0.9570493698120117.jpg
1625742810520- 结果：0.947438(T).jpg-480 新结果：0.9620027542114258.jpg
1625742810571- 结果：0.954843(T).jpg-480 新结果：0.9620027542114258.jpg
1625742810622- 结果：0.937153(T).jpg-480 新结果：0.9418599605560303.jpg
1625742818721- 结果：0.15924(D).jpg-480 新结果：0.16735902428627014.jpg
1625742818770- 结果：0.14584(T).jpg-480 新结果：0.16735902428627014.jpg
1625742818816- 结果：0.095352(T).jpg-480 新结果：0.11961237341165543.jpg
1625742818867- 结果：0.095352(T).jpg-480 新结果：0.088870108127594.jpg
1625742818914- 结果：0.079278(T).jpg-480 新结果：0.10688580572605133.jpg
1625742827824- 结果：0.378805(D).jpg-480 新结果：0.8375214338302612.jpg
1625742827881- 结果：0.90154(T).jpg-480 新结果：0.8824955224990845.jpg
1625742827933- 结果：0.90154(T).jpg-480 新结果：0.9032578468322754.jpg
1625742827985- 结果：0.925445(T).jpg-480 新结果：0.8718123435974121.jpg
1625742828037- 结果：0.886015(T).jpg-480 新结果：0.8718123435974121.jpg
1625742836240- 结果：0.555751(D).jpg-480 新结果：0.3772245943546295.jpg
1625742836296- 结果：0.233182(T).jpg-480 新结果：0.24962085485458374.jpg
1625742836346- 结果：0.168364(T).jpg-480 新结果：0.23189616203308105.jpg
1625742836397- 结果：0.168364(T).jpg-480 新结果：0.17023006081581116.jpg
1625742836453- 结果：0.228886(T).jpg-480 新结果：0.1881648302078247.jpg
1625742844304- 结果：0.710276(D).jpg-480 新结果：0.028089024126529694.jpg
1625742844364- 结果：0.033653(T).jpg-480 新结果：0.05304393917322159.jpg
1625742844413- 结果：0.092125(T).jpg-480 新结果：0.08106192201375961.jpg
1625742844463- 结果：0.092125(T).jpg-480 新结果：0.1718764752149582.jpg
1625742844513- 结果：0.199722(T).jpg-480 新结果：0.28426679968833923.jpg
1625742853561- 结果：0.987354(D).jpg-480 新结果：0.9364892244338989.jpg
1625742853618- 结果：0.855983(T).jpg-480 新结果：0.8070626258850098.jpg
1625742853669- 结果：0.855983(T).jpg-480 新结果：0.9309176206588745.jpg
1625742853720- 结果：0.889352(T).jpg-480 新结果：0.6168714165687561.jpg
1625742853771- 结果：0.649719(T).jpg-480 新结果：0.7832463979721069.jpg
1625742862669- 结果：0.014398(D).jpg-480 新结果：0.0740872249007225.jpg
1625742862722- 结果：0.052505(T).jpg-480 新结果：0.1160864531993866.jpg
1625742862774- 结果：0.088158(T).jpg-480 新结果：0.1379138082265854.jpg
1625742862823- 结果：0.095044(T).jpg-480 新结果：0.1379138082265854.jpg
1625742862873- 结果：0.062206(T).jpg-480 新结果：0.05806194990873337.jpg
1625742870142- 结果：0.05312(D).jpg-480 新结果：0.02637092024087906.jpg
1625742870196- 结果：0.016451(T).jpg-480 新结果：0.011163327842950821.jpg
1625742870248- 结果：0.016451(T).jpg-480 新结果：0.014466655440628529.jpg
1625742870311- 结果：0.00866(T).jpg-480 新结果：0.03849584236741066.jpg
1625742870362- 结果：0.011919(T).jpg-480 新结果：0.03849584236741066.jpg
1625742880708- 结果：0.03811(D).jpg-480 新结果：0.03451011702418327.jpg
1625742880763- 结果：0.047799(T).jpg-480 新结果：0.03778928518295288.jpg
1625742880812- 结果：0.043082(T).jpg-480 新结果：0.03778928518295288.jpg
1625742880863- 结果：0.043589(T).jpg-480 新结果：0.039879947900772095.jpg
1625742880914- 结果：0.043589(T).jpg-480 新结果：0.04047464206814766.jpg
1625742887542- 结果：0.449045(D).jpg-480 新结果：0.7388701438903809.jpg
1625742887593- 结果：0.81247(T).jpg-480 新结果：0.7418540716171265.jpg
1625742887642- 结果：0.742878(T).jpg-480 新结果：0.8081247210502625.jpg
1625742887692- 结果：0.820896(T).jpg-480 新结果：0.6238617300987244.jpg
1625742887747- 结果：0.61486(T).jpg-480 新结果：0.6238617300987244.jpg
1625742896263- 结果：0.008298(D).jpg-480 新结果：0.019155139103531837.jpg
1625742896314- 结果：0.014334(T).jpg-480 新结果：0.01972707360982895.jpg
1625742896363- 结果：0.018486(T).jpg-480 新结果：0.019907332956790924.jpg
1625742896410- 结果：0.02077(T).jpg-480 新结果：0.019907332956790924.jpg
1625742896459- 结果：0.021736(T).jpg-480 新结果：0.022959880530834198.jpg
1625742905555- 结果：0.457239(D).jpg-480 新结果：0.5123603343963623.jpg
1625742905609- 结果：0.520108(T).jpg-480 新结果：0.4931012690067291.jpg
1625742905658- 结果：0.553154(T).jpg-480 新结果：0.4931012690067291.jpg
1625742905707- 结果：0.553154(T).jpg-480 新结果：0.5198408365249634.jpg
1625742905757- 结果：0.530486(T).jpg-480 新结果：0.470695436000824.jpg
1625742915863- 结果：0.690127(D).jpg-480 新结果：0.6776049137115479.jpg
1625742915922- 结果：0.347194(T).jpg-480 新结果：0.4292362332344055.jpg
1625742915976- 结果：0.347194(T).jpg-480 新结果：0.3450283408164978.jpg
1625742916031- 结果：0.298768(T).jpg-480 新结果：0.46171557903289795.jpg
1625742916084- 结果：0.453594(T).jpg-480 新结果：0.3640652000904083.jpg
1625742922794- 结果：0.168299(D).jpg-480 新结果：0.5308970212936401.jpg
1625742922849- 结果：0.787952(T).jpg-480 新结果：0.7445092797279358.jpg
1625742922900- 结果：0.787952(T).jpg-480 新结果：0.7822180986404419.jpg
1625742922952- 结果：0.820119(T).jpg-480 新结果：0.8258334994316101.jpg
1625742923002- 结果：0.87632(T).jpg-480 新结果：0.8258334994316101.jpg
1625742932716- 结果：0.071782(D).jpg-480 新结果：0.002464781515300274.jpg
1625742932770- 结果：0.00343(T).jpg-480 新结果：8.0921978224068880000000E-4.jpg
1625742932821- 结果：7.310000000E-4(T).jpg-480 新结果：4.8298784531652930000000E-4.jpg
1625742932874- 结果：5.660000000E-4(T).jpg-480 新结果：9.83901321887970000000E-4.jpg
1625742932925- 结果：0.001119(T).jpg-480 新结果：9.83901321887970000000E-4.jpg
1625742940287- 结果：0.265859(D).jpg-480 新结果：0.020809905603528023.jpg
1625742940338- 结果：0.023309(T).jpg-480 新结果：0.009654348716139793.jpg
1625742940385- 结果：0.01035(T).jpg-480 新结果：0.009654348716139793.jpg
1625742940432- 结果：0.01035(T).jpg-480 新结果：0.005768633913248777.jpg
1625742940479- 结果：0.006297(T).jpg-480 新结果：0.004012950696051121.jpg
1625742966474- 结果：0.803498(D).jpg-480 新结果：0.7761221528053284.jpg
1625742966530- 结果：0.645033(T).jpg-480 新结果：0.7930940389633179.jpg
1625742966579- 结果：0.801602(T).jpg-480 新结果：0.7930940389633179.jpg
1625742966629- 结果：0.801602(T).jpg-480 新结果：0.8099351525306702.jpg
1625742966680- 结果：0.824164(T).jpg-480 新结果：0.7801254987716675.jpg
1625742975431- 结果：0.659281(D).jpg-480 新结果：0.30815958976745605.jpg
1625742975485- 结果：0.356582(T).jpg-480 新结果：0.3775584101676941.jpg
1625742975539- 结果：0.445256(T).jpg-480 新结果：0.4381667673587799.jpg
1625742975591- 结果：0.480949(T).jpg-480 新结果：0.4894985556602478.jpg
1625742975644- 结果：0.541601(T).jpg-480 新结果：0.4894985556602478.jpg
1625742985059- 结果：0.775831(D).jpg-480 新结果：0.8094423413276672.jpg
1625742985118- 结果：0.7314(T).jpg-480 新结果：0.5316983461380005.jpg
1625742985170- 结果：0.573645(T).jpg-480 新结果：0.5316983461380005.jpg
1625742985222- 结果：0.541353(T).jpg-480 新结果：0.5876200795173645.jpg
1625742985274- 结果：0.541353(T).jpg-480 新结果：0.6430586576461792.jpg
1625742993173- 结果：0.073692(D).jpg-480 新结果：0.20618504285812378.jpg
1625742993223- 结果：0.208197(T).jpg-480 新结果：0.21522156894207.jpg
1625742993272- 结果：0.208197(T).jpg-480 新结果：0.3114376962184906.jpg
1625742993321- 结果：0.31207(T).jpg-480 新结果：0.4432336688041687.jpg
1625742993370- 结果：0.426683(T).jpg-480 新结果：0.4432336688041687.jpg
1625743002625- 结果：0.019236(D).jpg-480 新结果：0.0013527334667742252.jpg
1625743002685- 结果：0.001294(T).jpg-480 新结果：9.5629488350823520000000E-4.jpg
1625743002737- 结果：3.940000000E-4(T).jpg-480 新结果：2.75291968137025830000000E-4.jpg
1625743002789- 结果：3.950000000E-4(T).jpg-480 新结果：1.34316505864262580000000E-4.jpg
1625743002843- 结果：1.310000000E-4(T).jpg-480 新结果：1.34316505864262580000000E-4.jpg
1625743011364- 结果：0.006927(D).jpg-480 新结果：0.06316044181585312.jpg
1625743011419- 结果：0.025863(T).jpg-480 新结果：0.039673589169979095.jpg
1625743011469- 结果：0.025863(T).jpg-480 新结果：0.052364908158779144.jpg
1625743011519- 结果：0.045964(T).jpg-480 新结果：0.03356572240591049.jpg
1625743011572- 结果：0.027738(T).jpg-480 新结果：0.03356572240591049.jpg
1625743020885- 结果：0.011084(D).jpg-480 新结果：0.12615089118480682.jpg
1625743020937- 结果：0.116977(T).jpg-480 新结果：0.14242105185985565.jpg
1625743020987- 结果：0.15415(T).jpg-480 新结果：0.18303661048412323.jpg
1625743021037- 结果：0.166584(T).jpg-480 新结果：0.18303661048412323.jpg
1625743021088- 结果：0.064603(T).jpg-480 新结果：0.05624350160360336.jpg
1625743029425- 结果：0.702917(D).jpg-480 新结果：0.5230070352554321.jpg
1625743029480- 结果：0.428127(T).jpg-480 新结果：0.44650882482528687.jpg
1625743029532- 结果：0.428127(T).jpg-480 新结果：0.4975263476371765.jpg
1625743029585- 结果：0.499542(T).jpg-480 新结果：0.5084583759307861.jpg
1625743029636- 结果：0.471928(T).jpg-480 新结果：0.5084583759307861.jpg
1625743038696- 结果：0.093208(D).jpg-480 新结果：0.20717796683311462.jpg
1625743038749- 结果：0.050165(T).jpg-480 新结果：0.05146736279129982.jpg
